As of,Rank,Year to Date Rank,Last Week Rank,Title,Type,Netflix Exclusive,Netflix Release Date,Days In Top 10,Viewership Score
24/03/2021,2,2,2,Ginny & Georgia,TV Show,Yes,"Feb 24, 2021",28,259
23/04/2021,10,9,7,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",28,201
28/05/2021,7,7,8,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",28,199
04/06/2021,1,1,-,Lucifer,TV Show,,"Dec 15, 2018",28,216
06/07/2021,5,5,7,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",28,173
08/07/2021,1,1,1,Manifest,TV Show,,"Jun 10, 2021",28,269
10/07/2021,1,-,-,Virgin River,TV Show,Yes,"Dec 6, 2019",28,175
29/07/2021,8,5,2,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",28,200
04/09/2021,10,-,9,Vivo,Movie,Yes,"Aug 6, 2021",28,162
11/09/2021,6,4,-,The Circle US,TV Show,Yes,"Jan 1, 2020",28,172
22/09/2021,3,4,3,Clickbait,TV Show,Yes,"Aug 25, 2021",28,249
13/10/2021,4,5,-,Shameless,TV Show,,"Jun 30, 2016",28,174
17/10/2021,2,2,1,Squid Game,TV Show,Yes,"Sep 17, 2021",28,269
25/10/2021,8,9,-,Riverdale,TV Show,,"May 19, 2017",28,127
29/10/2021,3,3,3,Maid,TV Show,Yes,"Oct 1, 2021",28,230
12/11/2021,5,5,2,You,TV Show,,"Dec 26, 2018",28,250
06/12/2021,1,1,-,Money Heist,TV Show,Yes,"Dec 20, 2017",28,175
07/12/2021,7,6,-,Jurassic World Camp Cretaceous,TV Show,Yes,"Sep 18, 2020",28,168
15/12/2021,4,4,3,The Queen of Flow,TV Show,Yes,"Nov 9, 2018",28,183
29/12/2021,3,3,-,Emily in Paris,TV Show,Yes,"Oct 2, 2020",28,215
09/01/2022,4,4,4,The Witcher,TV Show,Yes,"Dec 20, 2019",28,224
13/02/2022,3,2,1,Sweet Magnolias,TV Show,Yes,"May 19, 2020",28,230
21/02/2022,2,2,2,Love is Blind,TV Show,Yes,"Feb 13, 2020",28,180
21/02/2022,5,6,-,Space Force,TV Show,Yes,"May 29, 2020",28,199
25/02/2022,7,6,8,All of Us Are Dead,TV Show,Yes,"Jan 28, 2022",28,188
11/03/2022,4,4,3,Inventing Anna,TV Show,Yes,"Feb 11, 2022",28,250
19/04/2020,3,2,1,"Tiger King: Murder, Mayhem …",TV Show,Yes,"Mar 20, 2020",27,266
21/04/2020,9,-,5,All American,TV Show,,"Mar 28, 2019",27,160
23/04/2020,6,7,2,Ozark,TV Show,Yes,"Jul 21, 2017",27,216
12/05/2020,3,2,1,Outer Banks,TV Show,Yes,"Apr 15, 2020",27,231
14/06/2020,9,8,8,Avatar: The Last Airbender,TV Show,,"May 15, 2020",27,167
04/07/2020,10,9,3,365 Days,Movie,Yes,"Jul 7, 2020",27,212
16/07/2020,8,7,-,Jeffrey Epstein: Filthy Rich,TV Show,Yes,"May 27, 2020",27,160
27/08/2020,3,2,3,The Umbrella Academy,TV Show,Yes,"Feb 15, 2019",27,232
24/09/2020,7,5,3,Cobra Kai,TV Show,,"Aug 28, 2020",27,216
06/10/2020,9,10,8,Cocomelon,TV Show,,"Jun 1, 2020",27,57
24/10/2020,1,1,-,Unsolved Mysteries,TV Show,Yes,"Jul 1, 2020",27,207
19/11/2020,3,3,1,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",27,250
26/12/2020,2,2,5,How the Grinch Stole Christmas,Movie,,"Jun 1, 2017",27,131
31/12/2020,9,9,-,Virgin River,TV Show,Yes,"Dec 6, 2019",27,165
21/01/2021,2,3,1,Bridgerton,TV Show,Yes,"Dec 25, 2020",27,249
02/03/2021,10,9,5,Firefly Lane,TV Show,Yes,"Feb 3, 2021",27,182
07/03/2021,9,6,6,iCarly,TV Show,,"Feb 8, 2021",27,184
23/03/2021,2,4,2,Ginny & Georgia,TV Show,Yes,"Feb 24, 2021",27,250
22/04/2021,9,9,5,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",27,200
27/05/2021,7,9,6,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",27,195
03/06/2021,1,1,-,Lucifer,TV Show,,"Dec 15, 2018",27,206
05/07/2021,5,4,6,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",27,167
07/07/2021,1,1,1,Manifest,TV Show,,"Jun 10, 2021",27,259
28/07/2021,5,5,2,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",27,197
02/09/2021,10,9,9,Vivo,Movie,Yes,"Aug 6, 2021",27,161
10/09/2021,4,5,-,The Circle US,TV Show,Yes,"Jan 1, 2020",27,167
21/09/2021,4,4,3,Clickbait,TV Show,Yes,"Aug 25, 2021",27,241
12/10/2021,5,-,-,Shameless,TV Show,,"Jun 30, 2016",27,167
16/10/2021,2,1,1,Squid Game,TV Show,Yes,"Sep 17, 2021",27,260
24/10/2021,9,9,-,Riverdale,TV Show,,"May 19, 2017",27,124
28/10/2021,3,3,3,Maid,TV Show,Yes,"Oct 1, 2021",27,222
11/11/2021,5,5,2,You,TV Show,,"Dec 26, 2018",27,244
05/12/2021,1,1,-,Money Heist,TV Show,Yes,"Dec 20, 2017",27,165
06/12/2021,6,5,-,Jurassic World Camp Cretaceous,TV Show,Yes,"Sep 18, 2020",27,164
14/12/2021,4,5,3,The Queen of Flow,TV Show,Yes,"Nov 9, 2018",27,176
28/12/2021,3,3,-,Emily in Paris,TV Show,Yes,"Oct 2, 2020",27,207
08/01/2022,4,3,3,The Witcher,TV Show,Yes,"Dec 20, 2019",27,217
12/02/2022,2,1,1,Sweet Magnolias,TV Show,Yes,"May 19, 2020",27,222
20/02/2022,2,2,2,Love is Blind,TV Show,Yes,"Feb 13, 2020",27,171
20/02/2022,6,6,-,Space Force,TV Show,Yes,"May 29, 2020",27,193
24/02/2022,6,8,6,All of Us Are Dead,TV Show,Yes,"Jan 28, 2022",27,184
01/03/2022,8,9,9,Despicable Me 2,Movie,,"Feb 1, 2022",27,88
10/03/2022,4,3,3,Inventing Anna,TV Show,Yes,"Feb 11, 2022",27,243
18/04/2020,2,2,1,"Tiger King: Murder, Mayhem …",TV Show,Yes,"Mar 20, 2020",26,258
18/04/2020,9,7,7,All American,TV Show,,"Mar 28, 2019",26,158
22/04/2020,7,7,2,Ozark,TV Show,Yes,"Jul 21, 2017",26,211
11/05/2020,2,2,2,Outer Banks,TV Show,Yes,"Apr 15, 2020",26,223
13/06/2020,8,6,7,Avatar: The Last Airbender,TV Show,,"May 15, 2020",26,165
03/07/2020,9,7,3,365 Days,Movie,Yes,"Jul 7, 2020",26,211
15/07/2020,7,8,-,Jeffrey Epstein: Filthy Rich,TV Show,Yes,"May 27, 2020",26,157
21/08/2020,10,9,6,Shameless,TV Show,,"Jun 30, 2016",26,161
26/08/2020,2,4,3,The Umbrella Academy,TV Show,Yes,"Feb 15, 2019",26,224
23/09/2020,5,5,2,Cobra Kai,TV Show,,"Aug 28, 2020",26,212
05/10/2020,10,10,-,Cocomelon,TV Show,,"Jun 1, 2020",26,55
14/10/2020,10,9,5,Ratched,TV Show,Yes,"Sep 18, 2020",26,190
23/10/2020,1,1,-,Unsolved Mysteries,TV Show,Yes,"Jul 1, 2020",26,197
04/11/2020,10,8,6,The Haunting of Bly Manor,TV Show,Yes,"Oct 9, 2020",26,184
18/11/2020,3,2,1,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",26,242
11/12/2020,10,10,7,The Crown,TV Show,Yes,"Nov 4, 2016",26,160
25/12/2020,2,3,6,How the Grinch Stole Christmas,Movie,,"Jun 1, 2017",26,122
30/12/2020,9,9,-,Virgin River,TV Show,Yes,"Dec 6, 2019",26,163
20/01/2021,3,3,1,Bridgerton,TV Show,Yes,"Dec 25, 2020",26,240
01/03/2021,9,9,6,Firefly Lane,TV Show,Yes,"Feb 3, 2021",26,181
06/03/2021,6,5,6,iCarly,TV Show,,"Feb 8, 2021",26,182
15/03/2021,9,10,7,Behind Her Eyes,TV Show,Yes,"Feb 17, 2021",26,154
22/03/2021,4,4,2,Ginny & Georgia,TV Show,Yes,"Feb 24, 2021",26,241
21/04/2021,9,8,3,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",26,198
26/05/2021,9,6,5,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",26,191
02/06/2021,1,1,-,Lucifer,TV Show,,"Dec 15, 2018",26,196
30/06/2021,10,10,5,Sweet Tooth,TV Show,Yes,"Jun 4, 2021",26,177
04/07/2021,4,4,6,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",26,161
06/07/2021,1,1,1,Manifest,TV Show,,"Jun 10, 2021",26,249
22/07/2021,10,10,4,Sex/Life,TV Show,Yes,"Jun 25, 2021",26,171
27/07/2021,5,5,2,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",26,191
01/09/2021,9,10,8,Vivo,Movie,Yes,"Aug 6, 2021",26,160
09/09/2021,5,-,-,The Circle US,TV Show,Yes,"Jan 1, 2020",26,160
20/09/2021,4,3,3,Clickbait,TV Show,Yes,"Aug 25, 2021",26,234
15/10/2021,1,1,1,Squid Game,TV Show,Yes,"Sep 17, 2021",26,251
23/10/2021,9,7,-,Riverdale,TV Show,,"May 19, 2017",26,122
27/10/2021,3,4,3,Maid,TV Show,Yes,"Oct 1, 2021",26,214
10/11/2021,5,5,1,You,TV Show,,"Dec 26, 2018",26,238
18/11/2021,10,9,2,Big Mouth,TV Show,Yes,"Sep 29, 2017",26,187
04/12/2021,1,-,-,Money Heist,TV Show,Yes,"Dec 20, 2017",26,155
05/12/2021,5,5,-,Jurassic World: Camp Cretac…,TV Show,Yes,"Sep 18, 2020",26,159
13/12/2021,5,6,4,The Queen of Flow,TV Show,Yes,"Nov 9, 2018",26,169
27/12/2021,3,3,-,Emily in Paris,TV Show,Yes,"Oct 2, 2020",26,199
07/01/2022,3,3,2,The Witcher,TV Show,Yes,"Dec 20, 2019",26,210
19/01/2022,10,9,5,Donât Look Up,Movie,Yes,"Dec 24, 2021",26,189
11/02/2022,1,1,-,Sweet Magnolias,TV Show,Yes,"May 19, 2020",26,213
19/02/2022,2,2,3,Love is Blind,TV Show,Yes,"Feb 13, 2020",26,162
19/02/2022,6,-,-,Space Force,TV Show,Yes,"May 29, 2020",26,188
23/02/2022,8,7,4,All of Us Are Dead,TV Show,Yes,"Jan 28, 2022",26,179
28/02/2022,9,8,-,Despicable Me 2,Movie,,"Feb 1, 2022",26,85
09/03/2022,3,2,3,Inventing Anna,TV Show,Yes,"Feb 11, 2022",26,236
11/03/2022,3,3,-,Good Girls,TV Show,,"Jan 1, 2019",26,149
17/04/2020,2,1,1,"Tiger King: Murder, Mayhem …",TV Show,Yes,"Mar 20, 2020",25,249
17/04/2020,7,7,6,All American,TV Show,,"Mar 28, 2019",25,156
21/04/2020,7,6,2,Ozark,TV Show,Yes,"Jul 21, 2017",25,207
10/05/2020,2,2,3,Outer Banks,TV Show,Yes,"Apr 15, 2020",25,214
02/06/2020,7,6,8,Dead to Me,TV Show,Yes,"May 3, 2019",25,179
12/06/2020,6,7,6,Avatar: The Last Airbender,TV Show,,"May 15, 2020",25,162
23/06/2020,10,9,5,Space Force,TV Show,Yes,"May 29, 2020",25,183
02/07/2020,7,5,4,365 Days,Movie,Yes,"Jul 7, 2020",25,209
14/07/2020,8,8,-,Jeffrey Epstein: Filthy Rich,TV Show,Yes,"May 27, 2020",25,153
20/08/2020,9,8,5,Shameless,TV Show,,"Jun 30, 2016",25,160
25/08/2020,4,5,3,The Umbrella Academy,TV Show,Yes,"Feb 15, 2019",25,215
22/09/2020,5,6,3,Cobra Kai,TV Show,,"Aug 28, 2020",25,206
04/10/2020,10,10,9,Cocomelon,TV Show,,"Jun 1, 2020",25,54
13/10/2020,9,9,4,Ratched,TV Show,Yes,"Sep 18, 2020",25,189
22/10/2020,1,1,-,Unsolved Mysteries,TV Show,Yes,"Jul 1, 2020",25,187
03/11/2020,8,7,5,The Haunting of Bly Manor,TV Show,Yes,"Oct 9, 2020",25,183
17/11/2020,2,2,1,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",25,234
10/12/2020,10,10,7,The Crown,TV Show,Yes,"Nov 4, 2016",25,159
24/12/2020,3,2,5,How the Grinch Stole Christmas,Movie,,"Jun 1, 2017",25,113
29/12/2020,9,9,-,Virgin River,TV Show,Yes,"Dec 6, 2019",25,161
19/01/2021,3,3,1,Bridgerton,TV Show,Yes,"Dec 25, 2020",25,232
28/02/2021,9,8,6,Firefly Lane,TV Show,Yes,"Feb 3, 2021",25,179
05/03/2021,5,5,4,iCarly,TV Show,,"Feb 8, 2021",25,177
14/03/2021,10,7,8,Behind Her Eyes,TV Show,Yes,"Feb 17, 2021",25,152
21/03/2021,4,4,2,Ginny & Georgia,TV Show,Yes,"Feb 24, 2021",25,234
20/04/2021,8,8,3,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",25,196
29/04/2021,10,7,8,The Serpent,TV Show,Yes,"Apr 2, 2021",25,99
09/05/2021,9,7,5,The Circle US,TV Show,Yes,"Jan 1, 2020",25,154
25/05/2021,6,6,5,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",25,189
01/06/2021,1,1,-,Lucifer,TV Show,,"Dec 15, 2018",25,186
29/06/2021,10,10,4,Sweet Tooth,TV Show,Yes,"Jun 4, 2021",25,176
03/07/2021,4,2,4,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",25,154
05/07/2021,1,1,2,Manifest,TV Show,,"Jun 10, 2021",25,239
21/07/2021,10,-,4,Sex/Life,TV Show,Yes,"Jun 25, 2021",25,170
26/07/2021,5,4,2,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",25,185
31/08/2021,10,9,7,Vivo,Movie,Yes,"Aug 6, 2021",25,158
12/09/2021,9,7,2,Money Heist,TV Show,Yes,"Dec 20, 2017",25,145
19/09/2021,3,4,4,Clickbait,TV Show,Yes,"Aug 25, 2021",25,227
14/10/2021,1,1,1,Squid Game,TV Show,Yes,"Sep 17, 2021",25,241
22/10/2021,7,8,-,Riverdale,TV Show,,"May 19, 2017",25,120
26/10/2021,4,4,3,Maid,TV Show,Yes,"Oct 1, 2021",25,206
09/11/2021,5,5,2,You,TV Show,,"Dec 26, 2018",25,232
17/11/2021,9,5,2,Big Mouth,TV Show,Yes,"Sep 29, 2017",25,186
04/12/2021,5,-,-,Jurassic World: Camp Cretac…,TV Show,Yes,"Sep 18, 2020",25,153
12/12/2021,6,3,6,The Queen of Flow,TV Show,Yes,"Nov 9, 2018",25,163
26/12/2021,3,3,-,Emily in Paris,TV Show,Yes,"Oct 2, 2020",25,191
06/01/2022,3,3,2,The Witcher,TV Show,Yes,"Dec 20, 2019",25,202
18/01/2022,9,6,5,Donât Look Up,Movie,Yes,"Dec 24, 2021",25,188
10/02/2022,1,1,-,Sweet Magnolias,TV Show,Yes,"May 19, 2020",25,203
18/02/2022,2,2,-,Love is Blind,TV Show,Yes,"Feb 13, 2020",25,153
22/02/2022,7,9,4,All of Us Are Dead,TV Show,Yes,"Jan 28, 2022",25,176
27/02/2022,8,7,10,Despicable Me 2,Movie,,"Feb 1, 2022",25,83
08/03/2022,2,3,2,Inventing Anna,TV Show,Yes,"Feb 11, 2022",25,228
10/03/2022,3,2,-,Good Girls,TV Show,,"Jan 1, 2019",25,141
16/04/2020,1,1,1,"Tiger King: Murder, Mayhem …",TV Show,Yes,"Mar 20, 2020",24,240
16/04/2020,7,6,7,All American,TV Show,,"Mar 28, 2019",24,152
20/04/2020,6,6,3,Ozark,TV Show,Yes,"Jul 21, 2017",24,203
09/05/2020,2,1,3,Outer Banks,TV Show,Yes,"Apr 15, 2020",24,205
01/06/2020,6,6,6,Dead to Me,TV Show,Yes,"May 3, 2019",24,175
11/06/2020,7,9,5,Avatar: The Last Airbender,TV Show,,"May 15, 2020",24,157
22/06/2020,9,7,5,Space Force,TV Show,Yes,"May 29, 2020",24,182
01/07/2020,5,3,4,365 Days,Movie,Yes,"Jul 7, 2020",24,205
13/07/2020,8,10,-,Jeffrey Epstein: Filthy Rich,TV Show,Yes,"May 27, 2020",24,150
19/08/2020,8,8,6,Shameless,TV Show,,"Jun 30, 2016",24,158
24/08/2020,5,6,4,The Umbrella Academy,TV Show,Yes,"Feb 15, 2019",24,208
21/09/2020,6,8,3,Cobra Kai,TV Show,,"Aug 28, 2020",24,200
03/10/2020,10,10,9,Cocomelon,TV Show,,"Jun 1, 2020",24,53
12/10/2020,9,8,4,Ratched,TV Show,Yes,"Sep 18, 2020",24,187
21/10/2020,1,2,-,Unsolved Mysteries,TV Show,Yes,"Jul 1, 2020",24,177
02/11/2020,7,8,6,The Haunting of Bly Manor,TV Show,Yes,"Oct 9, 2020",24,180
16/11/2020,2,1,1,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",24,225
04/12/2020,6,9,6,Illumination Presents The G…,Movie,,"Jun 5, 2019",24,95
09/12/2020,10,10,5,The Crown,TV Show,Yes,"Nov 4, 2016",24,158
23/12/2020,2,1,7,How the Grinch Stole Christmas,Movie,,"Jun 1, 2017",24,105
28/12/2020,9,10,-,Virgin River,TV Show,Yes,"Dec 6, 2019",24,159
18/01/2021,3,3,1,Bridgerton,TV Show,Yes,"Dec 25, 2020",24,224
18/01/2021,10,9,5,We Can Be Heroes,Movie,Yes,"Dec 25, 2020",24,144
27/02/2021,8,7,6,Firefly Lane,TV Show,Yes,"Feb 3, 2021",24,177
04/03/2021,5,5,4,iCarly,TV Show,,"Feb 8, 2021",24,171
13/03/2021,7,7,7,Behind Her Eyes,TV Show,Yes,"Feb 17, 2021",24,151
20/03/2021,4,2,1,Ginny & Georgia,TV Show,Yes,"Feb 24, 2021",24,227
19/04/2021,8,9,3,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",24,193
28/04/2021,7,7,10,The Serpent,TV Show,Yes,"Apr 2, 2021",24,98
08/05/2021,7,4,4,The Circle US,TV Show,Yes,"Jan 1, 2020",24,152
24/05/2021,6,5,5,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",24,184
28/05/2021,8,5,-,Jurassic World: Camp Cretac…,TV Show,Yes,"Sep 18, 2020",24,147
31/05/2021,1,1,-,Lucifer,TV Show,,"Dec 15, 2018",24,176
28/06/2021,10,10,4,Sweet Tooth,TV Show,Yes,"Jun 4, 2021",24,175
02/07/2021,2,2,3,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",24,147
04/07/2021,1,1,2,Manifest,TV Show,,"Jun 10, 2021",24,229
19/07/2021,9,9,4,Sex/Life,TV Show,Yes,"Jun 25, 2021",24,169
25/07/2021,4,2,2,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",24,179
30/08/2021,9,8,6,Vivo,Movie,Yes,"Aug 6, 2021",24,157
11/09/2021,7,3,2,Money Heist,TV Show,Yes,"Dec 20, 2017",24,143
18/09/2021,4,2,3,Clickbait,TV Show,Yes,"Aug 25, 2021",24,219
13/10/2021,1,1,1,Squid Game,TV Show,Yes,"Sep 17, 2021",24,231
21/10/2021,8,9,-,Riverdale,TV Show,,"May 19, 2017",24,116
25/10/2021,4,3,3,Maid,TV Show,Yes,"Oct 1, 2021",24,199
08/11/2021,5,4,2,You,TV Show,,"Dec 26, 2018",24,226
16/11/2021,5,3,2,Big Mouth,TV Show,Yes,"Sep 29, 2017",24,184
27/11/2021,9,-,7,The Great British Baking Show,TV Show,,"Oct 3, 2015",24,85
11/12/2021,3,3,6,The Queen of Flow,TV Show,Yes,"Nov 9, 2018",24,158
25/12/2021,3,2,-,Emily in Paris,TV Show,Yes,"Oct 2, 2020",24,183
26/12/2021,7,5,-,The Christmas Chronicles 2,Movie,Yes,"Nov 25, 2020",24,132
05/01/2022,3,4,2,The Witcher,TV Show,Yes,"Dec 20, 2019",24,194
17/01/2022,6,6,3,Donât Look Up,Movie,Yes,"Dec 24, 2021",24,186
09/02/2022,1,1,-,Sweet Magnolias,TV Show,Yes,"May 19, 2020",24,193
17/02/2022,2,2,-,Love is Blind,TV Show,Yes,"Feb 13, 2020",24,144
21/02/2022,9,8,4,All of Us Are Dead,TV Show,Yes,"Jan 28, 2022",24,172
26/02/2022,7,6,10,Despicable Me 2,Movie,,"Feb 1, 2022",24,80
07/03/2022,3,4,3,Inventing Anna,TV Show,Yes,"Feb 11, 2022",24,219
09/03/2022,2,5,-,Good Girls,TV Show,,"Jan 1, 2019",24,133
15/04/2020,1,1,1,"Tiger King: Murder, Mayhem …",TV Show,Yes,"Mar 20, 2020",23,230
15/04/2020,6,5,7,All American,TV Show,,"Mar 28, 2019",23,148
19/04/2020,6,4,2,Ozark,TV Show,Yes,"Jul 21, 2017",23,198
08/05/2020,1,1,3,Outer Banks,TV Show,Yes,"Apr 15, 2020",23,196
31/05/2020,6,6,6,Dead to Me,TV Show,Yes,"May 3, 2019",23,170
10/06/2020,9,9,5,Avatar: The Last Airbender,TV Show,,"May 15, 2020",23,153
21/06/2020,7,7,5,Space Force,TV Show,Yes,"May 29, 2020",23,180
30/06/2020,3,3,3,365 Days,Movie,Yes,"Jul 7, 2020",23,199
12/07/2020,10,-,-,Jeffrey Epstein: Filthy Rich,TV Show,Yes,"May 27, 2020",23,147
18/08/2020,8,8,6,Shameless,TV Show,,"Jun 30, 2016",23,155
23/08/2020,6,5,4,The Umbrella Academy,TV Show,Yes,"Feb 15, 2019",23,202
20/09/2020,8,7,4,Cobra Kai,TV Show,,"Aug 28, 2020",23,195
02/10/2020,10,8,10,Cocomelon,TV Show,,"Jun 1, 2020",23,52
11/10/2020,8,9,3,Ratched,TV Show,Yes,"Sep 18, 2020",23,185
20/10/2020,2,-,-,Unsolved Mysteries,TV Show,Yes,"Jul 1, 2020",23,167
01/11/2020,8,9,7,The Haunting of Bly Manor,TV Show,Yes,"Oct 9, 2020",23,176
15/11/2020,1,1,1,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",23,216
03/12/2020,9,7,6,Illumination Presents The G…,Movie,,"Jun 5, 2019",23,90
08/12/2020,10,10,5,The Crown,TV Show,Yes,"Nov 4, 2016",23,157
22/12/2020,1,2,7,How the Grinch Stole Christmas,Movie,,"Jun 1, 2017",23,96
27/12/2020,10,-,-,Virgin River,TV Show,Yes,"Dec 6, 2019",23,157
17/01/2021,3,3,1,Bridgerton,TV Show,Yes,"Dec 25, 2020",23,216
17/01/2021,9,8,5,We Can Be Heroes,Movie,Yes,"Dec 25, 2020",23,143
26/02/2021,7,6,5,Firefly Lane,TV Show,Yes,"Feb 3, 2021",23,174
03/03/2021,5,5,4,iCarly,TV Show,,"Feb 8, 2021",23,165
12/03/2021,7,7,6,Behind Her Eyes,TV Show,Yes,"Feb 17, 2021",23,147
19/03/2021,2,2,1,Ginny & Georgia,TV Show,Yes,"Feb 24, 2021",23,220
18/04/2021,9,7,3,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",23,190
27/04/2021,7,9,10,The Serpent,TV Show,Yes,"Apr 2, 2021",23,94
07/05/2021,4,9,2,The Circle US,TV Show,Yes,"Jan 1, 2020",23,148
23/05/2021,5,6,4,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",23,179
27/05/2021,5,5,-,Jurassic World: Camp Cretac…,TV Show,Yes,"Sep 18, 2020",23,144
30/05/2021,1,1,-,Lucifer,TV Show,,"Dec 15, 2018",23,166
20/06/2021,10,10,5,Lupin,TV Show,Yes,"Jan 8, 2021",23,132
27/06/2021,10,9,4,Sweet Tooth,TV Show,Yes,"Jun 4, 2021",23,174
01/07/2021,2,7,3,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",23,138
03/07/2021,1,1,2,Manifest,TV Show,,"Jun 10, 2021",23,219
18/07/2021,9,8,3,Sex/Life,TV Show,Yes,"Jun 25, 2021",23,167
24/07/2021,2,2,1,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",23,172
29/08/2021,8,9,3,Vivo,Movie,Yes,"Aug 6, 2021",23,155
10/09/2021,3,3,-,Money Heist,TV Show,Yes,"Dec 20, 2017",23,139
17/09/2021,2,2,1,Clickbait,TV Show,Yes,"Aug 25, 2021",23,212
12/10/2021,1,1,1,Squid Game,TV Show,Yes,"Sep 17, 2021",23,221
20/10/2021,9,-,-,Riverdale,TV Show,,"May 19, 2017",23,113
24/10/2021,3,3,3,Maid,TV Show,Yes,"Oct 1, 2021",23,192
07/11/2021,4,4,1,You,TV Show,,"Dec 26, 2018",23,220
15/11/2021,3,3,3,Big Mouth,TV Show,Yes,"Sep 29, 2017",23,178
20/11/2021,7,-,5,The Great British Baking Show,TV Show,,"Oct 3, 2015",23,83
10/12/2021,3,3,4,The Queen of Flow,TV Show,Yes,"Nov 9, 2018",23,150
10/12/2021,9,6,5,Selling Sunset,TV Show,Yes,"Mar 22, 2019",23,115
12/12/2021,9,10,9,Red Notice,Movie,Yes,"Nov 12, 2021",23,162
24/12/2021,2,2,-,Emily in Paris,TV Show,Yes,"Oct 2, 2020",23,175
25/12/2021,5,10,-,The Christmas Chronicles 2,Movie,Yes,"Nov 25, 2020",23,128
04/01/2022,4,4,2,The Witcher,TV Show,Yes,"Dec 20, 2019",23,186
16/01/2022,6,6,3,Donât Look Up,Movie,Yes,"Dec 24, 2021",23,181
08/02/2022,1,1,-,Sweet Magnolias,TV Show,Yes,"May 19, 2020",23,183
16/02/2022,2,2,-,Love is Blind,TV Show,Yes,"Feb 13, 2020",23,135
20/02/2022,8,9,5,All of Us Are Dead,TV Show,Yes,"Jan 28, 2022",23,170
25/02/2022,6,9,10,Despicable Me 2,Movie,,"Feb 1, 2022",23,76
06/03/2022,4,4,3,Inventing Anna,TV Show,Yes,"Feb 11, 2022",23,211
08/03/2022,5,-,-,Good Girls,TV Show,,"Jan 1, 2019",23,124
14/04/2020,1,1,1,"Tiger King: Murder, Mayhem …",TV Show,Yes,"Mar 20, 2020",22,220
14/04/2020,5,9,6,All American,TV Show,,"Mar 28, 2019",22,143
18/04/2020,4,4,2,Ozark,TV Show,Yes,"Jul 21, 2017",22,193
07/05/2020,1,1,3,Outer Banks,TV Show,Yes,"Apr 15, 2020",22,186
30/05/2020,6,5,5,Dead to Me,TV Show,Yes,"May 3, 2019",22,165
05/06/2020,10,10,6,Riverdale,TV Show,,"May 19, 2017",22,111
09/06/2020,9,10,4,Avatar: The Last Airbender,TV Show,,"May 15, 2020",22,151
20/06/2020,7,5,4,Space Force,TV Show,Yes,"May 29, 2020",22,176
27/06/2020,10,7,4,13 Reasons Why,TV Show,Yes,"Mar 31, 2017",22,162
29/06/2020,3,4,2,365 Days,Movie,Yes,"Jul 7, 2020",22,191
10/07/2020,10,-,-,Jeffrey Epstein: Filthy Rich,TV Show,Yes,"May 27, 2020",22,146
11/07/2020,9,7,5,Floor is Lava,TV Show,Yes,"Jun 19, 2020",22,171
23/07/2020,8,8,5,Unsolved Mysteries,TV Show,Yes,"Jul 1, 2020",22,158
10/08/2020,10,10,4,The Last Dance,TV Show,Yes,"Jul 19, 2020",22,130
17/08/2020,8,9,5,Shameless,TV Show,,"Jun 30, 2016",22,152
22/08/2020,5,3,3,The Umbrella Academy,TV Show,Yes,"Feb 15, 2019",22,197
19/09/2020,7,5,3,Cobra Kai,TV Show,,"Aug 28, 2020",22,192
01/10/2020,8,7,10,Cocomelon,TV Show,,"Jun 1, 2020",22,51
10/10/2020,9,8,2,Ratched,TV Show,Yes,"Sep 18, 2020",22,182
28/10/2020,10,10,5,Schittâs Creek,TV Show,,"Jan 24, 2017",22,115
31/10/2020,9,8,4,The Haunting of Bly Manor,TV Show,Yes,"Oct 9, 2020",22,173
14/11/2020,1,1,1,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",22,206
