As of,Rank,Year to Date Rank,Last Week Rank,Title,Type,Netflix Exclusive,Netflix Release Date,Days In Top 10,Viewership Score
23/05/2020,9,8,4,Outer Banks,TV Show,Yes,"Apr 15, 2020",38,288
26/06/2020,10,10,6,Avatar: The Last Airbender,TV Show,,"May 15, 2020",38,193
20/10/2020,8,10,10,Cocomelon,TV Show,,"Jun 1, 2020",38,77
30/11/2020,3,3,3,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",38,333
06/01/2021,1,1,-,Cobra Kai,TV Show,,"Aug 28, 2020",38,277
01/02/2021,4,4,3,Bridgerton,TV Show,Yes,"Dec 25, 2020",38,337
18/03/2021,9,8,3,iCarly,TV Show,,"Feb 8, 2021",38,239
06/04/2021,10,-,4,Ginny & Georgia,TV Show,Yes,"Feb 24, 2021",38,326
29/05/2021,9,5,2,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",38,281
14/06/2021,7,7,2,Lucifer,TV Show,,"Dec 15, 2018",38,289
18/07/2021,7,6,2,Manifest,TV Show,,"Jun 10, 2021",38,349
20/07/2021,1,1,1,Virgin River,TV Show,Yes,"Dec 6, 2019",38,274
06/08/2021,2,2,1,All American,TV Show,,"Mar 28, 2019",38,256
24/09/2021,6,8,5,The Circle US,TV Show,Yes,"Jan 1, 2020",38,210
23/10/2021,6,5,4,Shameless,TV Show,,"Jun 30, 2016",38,243
27/10/2021,2,2,2,Squid Game,TV Show,Yes,"Sep 17, 2021",38,359
10/11/2021,9,10,6,Maid,TV Show,Yes,"Oct 1, 2021",38,274
20/11/2021,2,1,-,Tiger King,TV Show,Yes,"Mar 20, 2020",38,329
16/12/2021,10,9,1,Money Heist,TV Show,Yes,"Dec 20, 2017",38,239
26/12/2021,9,-,8,The Queen of Flow,TV Show,Yes,"Nov 9, 2018",38,227
08/01/2022,9,7,6,Emily in Paris,TV Show,Yes,"Oct 2, 2020",38,262
19/01/2022,8,7,3,The Witcher,TV Show,Yes,"Dec 20, 2019",38,275
23/01/2022,3,3,-,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",38,233
23/02/2022,3,3,3,Sweet Magnolias,TV Show,Yes,"May 19, 2020",38,307
03/03/2022,5,5,2,Love is Blind,TV Show,Yes,"Feb 13, 2020",38,258
08/05/2020,10,-,9,Ozark,TV Show,Yes,"Jul 21, 2017",37,247
22/05/2020,8,8,4,Outer Banks,TV Show,Yes,"Apr 15, 2020",37,286
25/06/2020,10,10,7,Avatar: The Last Airbender,TV Show,,"May 15, 2020",37,192
19/10/2020,10,9,10,Cocomelon,TV Show,,"Jun 1, 2020",37,74
29/11/2020,3,4,4,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",37,325
05/01/2021,1,1,-,Cobra Kai,TV Show,,"Aug 28, 2020",37,267
31/01/2021,4,3,3,Bridgerton,TV Show,Yes,"Dec 25, 2020",37,330
17/03/2021,8,7,3,iCarly,TV Show,,"Feb 8, 2021",37,237
03/04/2021,8,4,2,Ginny & Georgia,TV Show,Yes,"Feb 24, 2021",37,325
28/05/2021,5,3,1,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",37,279
13/06/2021,7,7,2,Lucifer,TV Show,,"Dec 15, 2018",37,285
17/07/2021,6,4,2,Manifest,TV Show,,"Jun 10, 2021",37,345
19/07/2021,1,1,1,Virgin River,TV Show,Yes,"Dec 6, 2019",37,264
05/08/2021,2,2,1,All American,TV Show,,"Mar 28, 2019",37,247
23/09/2021,8,8,4,The Circle US,TV Show,Yes,"Jan 1, 2020",37,205
22/10/2021,5,4,3,Shameless,TV Show,,"Jun 30, 2016",37,238
26/10/2021,2,2,2,Squid Game,TV Show,Yes,"Sep 17, 2021",37,350
09/11/2021,10,10,4,Maid,TV Show,Yes,"Oct 1, 2021",37,272
19/11/2021,1,2,-,"Tiger King: Murder, Mayhem …",TV Show,Yes,"Mar 20, 2020",37,320
15/12/2021,9,8,1,Money Heist,TV Show,Yes,"Dec 20, 2017",37,238
24/12/2021,7,5,7,The Queen of Flow,TV Show,Yes,"Nov 9, 2018",37,225
07/01/2022,7,6,3,Emily in Paris,TV Show,Yes,"Oct 2, 2020",37,260
18/01/2022,7,7,3,The Witcher,TV Show,Yes,"Dec 20, 2019",37,272
22/01/2022,3,2,-,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",37,225
22/02/2022,3,4,3,Sweet Magnolias,TV Show,Yes,"May 19, 2020",37,299
02/03/2022,5,4,2,Love is Blind,TV Show,Yes,"Feb 13, 2020",37,252
02/05/2020,9,9,6,Ozark,TV Show,Yes,"Jul 21, 2017",36,246
21/05/2020,8,7,3,Outer Banks,TV Show,Yes,"Apr 15, 2020",36,283
24/06/2020,10,9,7,Avatar: The Last Airbender,TV Show,,"May 15, 2020",36,191
18/10/2020,9,-,-,Cocomelon,TV Show,,"Jun 1, 2020",36,73
28/11/2020,4,4,4,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",36,317
04/01/2021,1,1,-,Cobra Kai,TV Show,,"Aug 28, 2020",36,257
30/01/2021,3,3,3,Bridgerton,TV Show,Yes,"Dec 25, 2020",36,323
16/03/2021,7,10,3,iCarly,TV Show,,"Feb 8, 2021",36,234
02/04/2021,4,4,1,Ginny & Georgia,TV Show,Yes,"Feb 24, 2021",36,322
27/05/2021,3,3,1,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",36,273
12/06/2021,7,4,1,Lucifer,TV Show,,"Dec 15, 2018",36,281
16/07/2021,4,2,1,Manifest,TV Show,,"Jun 10, 2021",36,340
18/07/2021,1,2,1,Virgin River,TV Show,Yes,"Dec 6, 2019",36,254
04/08/2021,2,2,1,All American,TV Show,,"Mar 28, 2019",36,238
22/09/2021,8,9,-,The Circle US,TV Show,Yes,"Jan 1, 2020",36,202
21/10/2021,4,4,3,Shameless,TV Show,,"Jun 30, 2016",36,232
25/10/2021,2,2,2,Squid Game,TV Show,Yes,"Sep 17, 2021",36,341
08/11/2021,10,-,4,Maid,TV Show,Yes,"Oct 1, 2021",36,271
18/11/2021,2,-,-,"Tiger King: Murder, Mayhem …",TV Show,Yes,"Mar 20, 2020",36,310
14/12/2021,8,6,1,Money Heist,TV Show,Yes,"Dec 20, 2017",36,236
23/12/2021,5,4,6,The Queen of Flow,TV Show,Yes,"Nov 9, 2018",36,221
06/01/2022,6,7,3,Emily in Paris,TV Show,Yes,"Oct 2, 2020",36,256
17/01/2022,7,8,4,The Witcher,TV Show,Yes,"Dec 20, 2019",36,268
21/01/2022,2,2,-,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",36,217
21/02/2022,4,4,3,Sweet Magnolias,TV Show,Yes,"May 19, 2020",36,291
01/03/2022,4,4,2,Love is Blind,TV Show,Yes,"Feb 13, 2020",36,246
27/04/2020,10,6,4,"Tiger King: Murder, Mayhem …",TV Show,Yes,"Mar 20, 2020",35,301
01/05/2020,9,8,5,Ozark,TV Show,Yes,"Jul 21, 2017",35,244
20/05/2020,7,7,3,Outer Banks,TV Show,Yes,"Apr 15, 2020",35,280
23/06/2020,9,-,8,Avatar: The Last Airbender,TV Show,,"May 15, 2020",35,190
16/10/2020,10,9,9,Cocomelon,TV Show,,"Jun 1, 2020",35,71
27/11/2020,4,4,4,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",35,310
03/01/2021,1,1,-,Cobra Kai,TV Show,,"Aug 28, 2020",35,247
29/01/2021,3,3,1,Bridgerton,TV Show,Yes,"Dec 25, 2020",35,315
15/03/2021,10,8,9,iCarly,TV Show,,"Feb 8, 2021",35,230
01/04/2021,4,4,1,Ginny & Georgia,TV Show,Yes,"Feb 24, 2021",35,315
26/05/2021,3,2,-,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",35,265
11/06/2021,4,3,1,Lucifer,TV Show,,"Dec 15, 2018",35,277
15/07/2021,2,2,1,Manifest,TV Show,,"Jun 10, 2021",35,333
17/07/2021,2,1,1,Virgin River,TV Show,Yes,"Dec 6, 2019",35,244
03/08/2021,2,2,-,All American,TV Show,,"Mar 28, 2019",35,229
21/09/2021,9,9,-,The Circle US,TV Show,Yes,"Jan 1, 2020",35,199
20/10/2021,4,4,4,Shameless,TV Show,,"Jun 30, 2016",35,225
24/10/2021,2,2,2,Squid Game,TV Show,Yes,"Sep 17, 2021",35,332
05/11/2021,7,7,3,Maid,TV Show,Yes,"Oct 1, 2021",35,270
19/11/2021,6,4,5,You,TV Show,,"Dec 26, 2018",35,288
13/12/2021,6,5,1,Money Heist,TV Show,Yes,"Dec 20, 2017",35,233
22/12/2021,4,5,4,The Queen of Flow,TV Show,Yes,"Nov 9, 2018",35,215
05/01/2022,7,7,3,Emily in Paris,TV Show,Yes,"Oct 2, 2020",35,251
16/01/2022,8,8,4,The Witcher,TV Show,Yes,"Dec 20, 2019",35,264
20/01/2022,2,-,-,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",35,208
20/02/2022,4,4,3,Sweet Magnolias,TV Show,Yes,"May 19, 2020",35,284
28/02/2022,4,4,2,Love is Blind,TV Show,Yes,"Feb 13, 2020",35,239
26/04/2020,6,8,3,"Tiger King: Murder, Mayhem …",TV Show,Yes,"Mar 20, 2020",34,300
30/04/2020,8,7,6,Ozark,TV Show,Yes,"Jul 21, 2017",34,242
19/05/2020,7,6,3,Outer Banks,TV Show,Yes,"Apr 15, 2020",34,276
21/06/2020,10,9,9,Avatar: The Last Airbender,TV Show,,"May 15, 2020",34,188
03/09/2020,10,9,3,The Umbrella Academy,TV Show,Yes,"Feb 15, 2019",34,258
15/10/2020,9,8,8,Cocomelon,TV Show,,"Jun 1, 2020",34,70
26/11/2020,4,3,3,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",34,303
02/01/2021,1,-,-,Cobra Kai,TV Show,,"Aug 28, 2020",34,237
28/01/2021,3,3,2,Bridgerton,TV Show,Yes,"Dec 25, 2020",34,307
14/03/2021,8,3,9,iCarly,TV Show,,"Feb 8, 2021",34,229
31/03/2021,4,4,2,Ginny & Georgia,TV Show,Yes,"Feb 24, 2021",34,308
25/05/2021,2,2,-,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",34,257
10/06/2021,3,2,1,Lucifer,TV Show,,"Dec 15, 2018",34,270
14/07/2021,2,2,1,Manifest,TV Show,,"Jun 10, 2021",34,324
14/07/2021,10,9,3,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",34,199
16/07/2021,1,1,-,Virgin River,TV Show,Yes,"Dec 6, 2019",34,235
02/08/2021,2,2,-,All American,TV Show,,"Mar 28, 2019",34,220
20/09/2021,9,9,-,The Circle US,TV Show,Yes,"Jan 1, 2020",34,197
29/09/2021,10,10,3,Clickbait,TV Show,Yes,"Aug 25, 2021",34,266
19/10/2021,4,4,5,Shameless,TV Show,,"Jun 30, 2016",34,218
23/10/2021,2,2,2,Squid Game,TV Show,Yes,"Sep 17, 2021",34,323
03/11/2021,10,9,6,Riverdale,TV Show,,"May 19, 2017",34,143
04/11/2021,7,6,3,Maid,TV Show,Yes,"Oct 1, 2021",34,266
18/11/2021,4,3,5,You,TV Show,,"Dec 26, 2018",34,283
12/12/2021,5,4,1,Money Heist,TV Show,Yes,"Dec 20, 2017",34,228
21/12/2021,5,8,4,The Queen of Flow,TV Show,Yes,"Nov 9, 2018",34,208
04/01/2022,7,8,3,Emily in Paris,TV Show,Yes,"Oct 2, 2020",34,247
15/01/2022,8,6,4,The Witcher,TV Show,Yes,"Dec 20, 2019",34,261
19/02/2022,4,3,2,Sweet Magnolias,TV Show,Yes,"May 19, 2020",34,277
27/02/2022,4,2,2,Love is Blind,TV Show,Yes,"Feb 13, 2020",34,232
25/04/2020,8,7,2,"Tiger King: Murder, Mayhem …",TV Show,Yes,"Mar 20, 2020",33,295
29/04/2020,7,9,7,Ozark,TV Show,Yes,"Jul 21, 2017",33,239
18/05/2020,6,5,2,Outer Banks,TV Show,Yes,"Apr 15, 2020",33,272
20/06/2020,9,6,8,Avatar: The Last Airbender,TV Show,,"May 15, 2020",33,187
02/09/2020,9,7,2,The Umbrella Academy,TV Show,Yes,"Feb 15, 2019",33,257
30/09/2020,10,9,5,Cobra Kai,TV Show,,"Aug 28, 2020",33,227
14/10/2020,8,10,10,Cocomelon,TV Show,,"Jun 1, 2020",33,68
30/10/2020,9,8,1,Unsolved Mysteries,TV Show,Yes,"Jul 1, 2020",33,241
25/11/2020,3,2,3,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",33,296
27/01/2021,3,3,3,Bridgerton,TV Show,Yes,"Dec 25, 2020",33,299
13/03/2021,3,3,6,iCarly,TV Show,,"Feb 8, 2021",33,226
30/03/2021,4,5,2,Ginny & Georgia,TV Show,Yes,"Feb 24, 2021",33,301
24/05/2021,2,2,-,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",33,248
09/06/2021,2,2,1,Lucifer,TV Show,,"Dec 15, 2018",33,262
13/07/2021,2,2,1,Manifest,TV Show,,"Jun 10, 2021",33,315
13/07/2021,9,-,5,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",33,198
15/07/2021,1,1,-,Virgin River,TV Show,Yes,"Dec 6, 2019",33,225
01/08/2021,2,2,-,All American,TV Show,,"Mar 28, 2019",33,211
19/09/2021,9,6,8,The Circle US,TV Show,Yes,"Jan 1, 2020",33,195
28/09/2021,10,9,4,Clickbait,TV Show,Yes,"Aug 25, 2021",33,265
18/10/2021,4,4,-,Shameless,TV Show,,"Jun 30, 2016",33,211
22/10/2021,2,2,1,Squid Game,TV Show,Yes,"Sep 17, 2021",33,314
02/11/2021,9,-,6,Riverdale,TV Show,,"May 19, 2017",33,142
03/11/2021,6,4,3,Maid,TV Show,Yes,"Oct 1, 2021",33,262
17/11/2021,3,4,5,You,TV Show,,"Dec 26, 2018",33,276
11/12/2021,4,1,1,Money Heist,TV Show,Yes,"Dec 20, 2017",33,222
20/12/2021,8,8,5,The Queen of Flow,TV Show,Yes,"Nov 9, 2018",33,202
03/01/2022,8,7,3,Emily in Paris,TV Show,Yes,"Oct 2, 2020",33,243
14/01/2022,6,5,3,The Witcher,TV Show,Yes,"Dec 20, 2019",33,258
18/02/2022,3,3,1,Sweet Magnolias,TV Show,Yes,"May 19, 2020",33,270
26/02/2022,2,2,2,Love is Blind,TV Show,Yes,"Feb 13, 2020",33,225
24/04/2020,7,7,2,"Tiger King: Murder, Mayhem …",TV Show,Yes,"Mar 20, 2020",32,292
28/04/2020,9,9,7,Ozark,TV Show,Yes,"Jul 21, 2017",32,235
17/05/2020,5,4,2,Outer Banks,TV Show,Yes,"Apr 15, 2020",32,267
19/06/2020,6,7,6,Avatar: The Last Airbender,TV Show,,"May 15, 2020",32,185
01/09/2020,7,6,4,The Umbrella Academy,TV Show,Yes,"Feb 15, 2019",32,255
29/09/2020,9,10,5,Cobra Kai,TV Show,,"Aug 28, 2020",32,226
13/10/2020,10,10,9,Cocomelon,TV Show,,"Jun 1, 2020",32,65
29/10/2020,8,5,1,Unsolved Mysteries,TV Show,Yes,"Jul 1, 2020",32,239
24/11/2020,2,3,2,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",32,288
26/01/2021,3,3,3,Bridgerton,TV Show,Yes,"Dec 25, 2020",32,291
12/03/2021,3,3,5,iCarly,TV Show,,"Feb 8, 2021",32,218
29/03/2021,5,-,4,Ginny & Georgia,TV Show,Yes,"Feb 24, 2021",32,294
23/05/2021,2,2,-,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",32,239
08/06/2021,2,2,1,Lucifer,TV Show,,"Dec 15, 2018",32,253
10/07/2021,9,5,4,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",32,196
12/07/2021,2,2,1,Manifest,TV Show,,"Jun 10, 2021",32,306
14/07/2021,1,1,-,Virgin River,TV Show,Yes,"Dec 6, 2019",32,215
31/07/2021,2,1,-,All American,TV Show,,"Mar 28, 2019",32,202
18/09/2021,6,5,6,The Circle US,TV Show,Yes,"Jan 1, 2020",32,193
27/09/2021,9,10,4,Clickbait,TV Show,Yes,"Aug 25, 2021",32,264
17/10/2021,4,4,-,Shameless,TV Show,,"Jun 30, 2016",32,204
21/10/2021,2,2,1,Squid Game,TV Show,Yes,"Sep 17, 2021",32,305
29/10/2021,10,9,7,Riverdale,TV Show,,"May 19, 2017",32,140
02/11/2021,4,4,4,Maid,TV Show,Yes,"Oct 1, 2021",32,257
16/11/2021,4,7,5,You,TV Show,,"Dec 26, 2018",32,268
10/12/2021,1,1,-,Money Heist,TV Show,Yes,"Dec 20, 2017",32,215
19/12/2021,8,7,6,The Queen of Flow,TV Show,Yes,"Nov 9, 2018",32,199
02/01/2022,7,6,3,Emily in Paris,TV Show,Yes,"Oct 2, 2020",32,240
13/01/2022,5,3,3,The Witcher,TV Show,Yes,"Dec 20, 2019",32,253
17/02/2022,3,3,1,Sweet Magnolias,TV Show,Yes,"May 19, 2020",32,262
25/02/2022,2,2,2,Love is Blind,TV Show,Yes,"Feb 13, 2020",32,216
25/02/2022,9,8,-,Space Force,TV Show,Yes,"May 29, 2020",32,214
23/04/2020,7,6,1,"Tiger King: Murder, Mayhem …",TV Show,Yes,"Mar 20, 2020",31,288
27/04/2020,9,7,6,Ozark,TV Show,Yes,"Jul 21, 2017",31,233
16/05/2020,4,4,2,Outer Banks,TV Show,Yes,"Apr 15, 2020",31,261
18/06/2020,7,7,7,Avatar: The Last Airbender,TV Show,,"May 15, 2020",31,180
31/08/2020,6,7,5,The Umbrella Academy,TV Show,Yes,"Feb 15, 2019",31,251
28/09/2020,10,8,6,Cobra Kai,TV Show,,"Aug 28, 2020",31,224
12/10/2020,10,-,10,Cocomelon,TV Show,,"Jun 1, 2020",31,64
28/10/2020,5,4,1,Unsolved Mysteries,TV Show,Yes,"Jul 1, 2020",31,236
23/11/2020,3,4,2,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",31,279
25/01/2021,3,3,3,Bridgerton,TV Show,Yes,"Dec 25, 2020",31,283
11/03/2021,3,3,5,iCarly,TV Show,,"Feb 8, 2021",31,210
27/03/2021,2,1,4,Ginny & Georgia,TV Show,Yes,"Feb 24, 2021",31,288
22/05/2021,2,1,-,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",31,230
31/05/2021,9,9,6,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",31,204
07/06/2021,2,2,1,Lucifer,TV Show,,"Dec 15, 2018",31,244
09/07/2021,5,4,2,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",31,194
11/07/2021,2,2,1,Manifest,TV Show,,"Jun 10, 2021",31,297
13/07/2021,1,1,-,Virgin River,TV Show,Yes,"Dec 6, 2019",31,205
30/07/2021,1,1,-,All American,TV Show,,"Mar 28, 2019",31,193
17/09/2021,5,4,4,The Circle US,TV Show,Yes,"Jan 1, 2020",31,188
26/09/2021,10,-,3,Clickbait,TV Show,Yes,"Aug 25, 2021",31,262
16/10/2021,4,3,-,Shameless,TV Show,,"Jun 30, 2016",31,197
20/10/2021,2,2,1,Squid Game,TV Show,Yes,"Sep 17, 2021",31,296
28/10/2021,9,6,8,Riverdale,TV Show,,"May 19, 2017",31,139
01/11/2021,4,5,4,Maid,TV Show,Yes,"Oct 1, 2021",31,250
15/11/2021,7,9,5,You,TV Show,,"Dec 26, 2018",31,261
09/12/2021,1,1,-,Money Heist,TV Show,Yes,"Dec 20, 2017",31,205
10/12/2021,10,9,-,Jurassic World Camp Cretaceous,TV Show,Yes,"Sep 18, 2020",31,174
18/12/2021,7,7,3,The Queen of Flow,TV Show,Yes,"Nov 9, 2018",31,196
01/01/2022,6,3,3,Emily in Paris,TV Show,Yes,"Oct 2, 2020",31,236
12/01/2022,3,3,3,The Witcher,TV Show,Yes,"Dec 20, 2019",31,247
16/02/2022,3,3,1,Sweet Magnolias,TV Show,Yes,"May 19, 2020",31,254
24/02/2022,2,2,2,Love is Blind,TV Show,Yes,"Feb 13, 2020",31,207
24/02/2022,8,6,-,Space Force,TV Show,Yes,"May 29, 2020",31,212
22/04/2020,6,5,1,"Tiger King: Murder, Mayhem …",TV Show,Yes,"Mar 20, 2020",30,284
26/04/2020,7,6,6,Ozark,TV Show,Yes,"Jul 21, 2017",30,231
15/05/2020,4,3,1,Outer Banks,TV Show,Yes,"Apr 15, 2020",30,254
17/06/2020,7,8,9,Avatar: The Last Airbender,TV Show,,"May 15, 2020",30,176
19/07/2020,10,10,10,Jeffrey Epstein: Filthy Rich,TV Show,Yes,"May 27, 2020",30,164
30/08/2020,7,7,6,The Umbrella Academy,TV Show,Yes,"Feb 15, 2019",30,246
27/09/2020,8,10,8,Cobra Kai,TV Show,,"Aug 28, 2020",30,223
09/10/2020,9,8,10,Cocomelon,TV Show,,"Jun 1, 2020",30,63
27/10/2020,4,4,2,Unsolved Mysteries,TV Show,Yes,"Jul 1, 2020",30,230
22/11/2020,4,4,1,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",30,271
24/01/2021,3,3,3,Bridgerton,TV Show,Yes,"Dec 25, 2020",30,275
10/03/2021,3,3,5,iCarly,TV Show,,"Feb 8, 2021",30,202
26/03/2021,1,1,2,Ginny & Georgia,TV Show,Yes,"Feb 24, 2021",30,279
21/05/2021,1,1,-,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",30,221
30/05/2021,9,10,5,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",30,202
06/06/2021,2,1,1,Lucifer,TV Show,,"Dec 15, 2018",30,235
08/07/2021,4,3,2,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",30,188
10/07/2021,2,1,1,Manifest,TV Show,,"Jun 10, 2021",30,288
12/07/2021,1,1,-,Virgin River,TV Show,Yes,"Dec 6, 2019",30,195
29/07/2021,1,1,-,All American,TV Show,,"Mar 28, 2019",30,183
16/09/2021,4,-,5,The Circle US,TV Show,Yes,"Jan 1, 2020",30,182
24/09/2021,7,3,2,Clickbait,TV Show,Yes,"Aug 25, 2021",30,261
15/10/2021,3,3,-,Shameless,TV Show,,"Jun 30, 2016",30,190
19/10/2021,2,2,1,Squid Game,TV Show,Yes,"Sep 17, 2021",30,287
27/10/2021,6,6,9,Riverdale,TV Show,,"May 19, 2017",30,137
31/10/2021,5,4,3,Maid,TV Show,Yes,"Oct 1, 2021",30,243
14/11/2021,9,6,4,You,TV Show,,"Dec 26, 2018",30,257
08/12/2021,1,1,-,Money Heist,TV Show,Yes,"Dec 20, 2017",30,195
09/12/2021,9,8,-,Jurassic World Camp Cretaceous,TV Show,Yes,"Sep 18, 2020",30,173
17/12/2021,7,6,3,The Queen of Flow,TV Show,Yes,"Nov 9, 2018",30,192
31/12/2021,3,3,2,Emily in Paris,TV Show,Yes,"Oct 2, 2020",30,231
11/01/2022,3,4,4,The Witcher,TV Show,Yes,"Dec 20, 2019",30,239
15/02/2022,3,3,1,Sweet Magnolias,TV Show,Yes,"May 19, 2020",30,246
23/02/2022,2,2,2,Love is Blind,TV Show,Yes,"Feb 13, 2020",30,198
23/02/2022,6,6,-,Space Force,TV Show,Yes,"May 29, 2020",30,209
21/04/2020,5,4,1,"Tiger King: Murder, Mayhem …",TV Show,Yes,"Mar 20, 2020",29,279
25/04/2020,6,5,4,Ozark,TV Show,Yes,"Jul 21, 2017",29,227
14/05/2020,3,3,1,Outer Banks,TV Show,Yes,"Apr 15, 2020",29,247
16/06/2020,8,9,9,Avatar: The Last Airbender,TV Show,,"May 15, 2020",29,172
18/07/2020,10,9,-,Jeffrey Epstein: Filthy Rich,TV Show,Yes,"May 27, 2020",29,163
29/08/2020,7,5,5,The Umbrella Academy,TV Show,Yes,"Feb 15, 2019",29,242
26/09/2020,10,8,7,Cobra Kai,TV Show,,"Aug 28, 2020",29,220
08/10/2020,8,10,8,Cocomelon,TV Show,,"Jun 1, 2020",29,61
26/10/2020,4,2,-,Unsolved Mysteries,TV Show,Yes,"Jul 1, 2020",29,223
21/11/2020,4,4,1,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",29,264
28/12/2020,10,6,2,How the Grinch Stole Christmas,Movie,,"Jun 1, 2017",29,137
23/01/2021,3,1,3,Bridgerton,TV Show,Yes,"Dec 25, 2020",29,267
09/03/2021,3,9,5,iCarly,TV Show,,"Feb 8, 2021",29,194
25/03/2021,1,2,2,Ginny & Georgia,TV Show,Yes,"Feb 24, 2021",29,269
20/05/2021,1,-,-,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",29,211
29/05/2021,10,7,6,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",29,200
05/06/2021,1,1,1,Lucifer,TV Show,,"Dec 15, 2018",29,226
07/07/2021,3,5,7,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",29,181
09/07/2021,1,1,1,Manifest,TV Show,,"Jun 10, 2021",29,279
11/07/2021,1,1,-,Virgin River,TV Show,Yes,"Dec 6, 2019",29,185
28/07/2021,1,-,-,All American,TV Show,,"Mar 28, 2019",29,173
12/09/2021,8,6,-,The Circle US,TV Show,Yes,"Jan 1, 2020",29,175
23/09/2021,3,3,2,Clickbait,TV Show,Yes,"Aug 25, 2021",29,257
30/09/2021,7,-,-,Vivo,Movie,Yes,"Aug 6, 2021",29,166
14/10/2021,3,4,-,Shameless,TV Show,,"Jun 30, 2016",29,182
18/10/2021,2,2,1,Squid Game,TV Show,Yes,"Sep 17, 2021",29,278
26/10/2021,6,8,-,Riverdale,TV Show,,"May 19, 2017",29,132
30/10/2021,4,3,3,Maid,TV Show,Yes,"Oct 1, 2021",29,237
13/11/2021,6,5,4,You,TV Show,,"Dec 26, 2018",29,255
07/12/2021,1,1,-,Money Heist,TV Show,Yes,"Dec 20, 2017",29,185
08/12/2021,8,7,-,Jurassic World Camp Cretaceous,TV Show,Yes,"Sep 18, 2020",29,171
16/12/2021,6,4,3,The Queen of Flow,TV Show,Yes,"Nov 9, 2018",29,188
30/12/2021,3,3,2,Emily in Paris,TV Show,Yes,"Oct 2, 2020",29,223
10/01/2022,4,4,4,The Witcher,TV Show,Yes,"Dec 20, 2019",29,231
14/02/2022,3,3,1,Sweet Magnolias,TV Show,Yes,"May 19, 2020",29,238
22/02/2022,2,2,2,Love is Blind,TV Show,Yes,"Feb 13, 2020",29,189
22/02/2022,6,5,-,Space Force,TV Show,Yes,"May 29, 2020",29,204
26/02/2022,10,7,9,All of Us Are Dead,TV Show,Yes,"Jan 28, 2022",29,189
20/04/2020,4,3,1,"Tiger King: Murder, Mayhem …",TV Show,Yes,"Mar 20, 2020",28,273
22/04/2020,8,9,6,All American,TV Show,,"Mar 28, 2019",28,163
24/04/2020,5,6,4,Ozark,TV Show,Yes,"Jul 21, 2017",28,222
13/05/2020,3,3,1,Outer Banks,TV Show,Yes,"Apr 15, 2020",28,239
15/06/2020,9,9,10,Avatar: The Last Airbender,TV Show,,"May 15, 2020",28,169
05/07/2020,10,10,4,365 Days,Movie,Yes,"Jul 7, 2020",28,213
17/07/2020,9,8,10,Jeffrey Epstein: Filthy Rich,TV Show,Yes,"May 27, 2020",28,162
28/08/2020,5,3,3,The Umbrella Academy,TV Show,Yes,"Feb 15, 2019",28,238
25/09/2020,8,7,5,Cobra Kai,TV Show,,"Aug 28, 2020",28,219
07/10/2020,10,9,7,Cocomelon,TV Show,,"Jun 1, 2020",28,58
25/10/2020,2,1,-,Unsolved Mysteries,TV Show,Yes,"Jul 1, 2020",28,216
20/11/2020,4,3,1,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",28,257
27/12/2020,6,2,3,How the Grinch Stole Christmas,Movie,,"Jun 1, 2017",28,136
22/01/2021,1,2,2,Bridgerton,TV Show,Yes,"Dec 25, 2020",28,259
08/03/2021,9,9,6,iCarly,TV Show,,"Feb 8, 2021",28,186
